Title,Budget,Domestic_Gross,Year,Crit_Rating,Aud_Rating,Runtime_Min,Genre,MPAA_Rating
THE NOVEMBER MAN,15000000,25018119,2014,34,46.0,108.0,"Action & Adventure, Mystery & Suspense",R
"AS ABOVE, SO BELOW",5000000,21222315,2014,26,39.0,93.0,"Documentary, Mystery & Suspense, Special Interest",R
THE MAZE RUNNER,34000000,102427862,2014,65,68.0,114.0,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",PG-13
NO GOOD DEED,13000000,52543632,2014,25,25.0,98.0,"Art House & International, Drama, Mystery & Suspense",R
NO GOOD DEED,13000000,52543632,2014,11,55.0,84.0,Mystery & Suspense,PG-13
DOLPHIN TALE 2,36000000,42024533,2014,65,72.0,107.0,"Drama, Kids & Family",PG
THE DROP,12500000,10724389,2014,89,76.0,106.0,Drama,R
THE BOXTROLLS,60000000,50837305,2014,77,63.0,97.0,"Action & Adventure, Animation, Comedy, Kids & Family, Science Fiction & Fantasy",PG
THIS IS WHERE I LEAVE YOU,20000000,34296320,2014,43,59.0,103.0,Comedy,R
A WALK AMONG THE TOMBSTONES,28000000,26017685,2014,67,53.0,114.0,"Action & Adventure, Drama",R
THE EQUALIZER,55000000,101530738,2014,59,76.0,131.0,Mystery & Suspense,R
DRACULA UNTOLD,70000000,55991880,2014,23,58.0,92.0,"Action & Adventure, Drama, Science Fiction & Fantasy",PG-13
GONE GIRL,61000000,167767189,2014,87,87.0,145.0,"Drama, Mystery & Suspense",R
ANNABELLE,6500000,84273813,2014,29,36.0,98.0,Horror,R
LEFT BEHIND,16000000,14019924,2014,1,38.0,110.0,Mystery & Suspense,PG-13
THE JUDGE,50000000,47119388,2014,48,72.0,142.0,"Comedy, Drama",R
ST. VINCENT,13000000,44137712,2014,77,78.0,102.0,Comedy,PG-13
ADDICTED,5000000,17390770,2014,7,51.0,108.0,Drama,R
FURY,80000000,85817906,2014,100,89.0,90.0,"Classics, Drama, Mystery & Suspense",NR
FURY,80000000,85817906,2014,76,84.0,135.0,"Action & Adventure, Drama",R
THE BOOK OF LIFE,50000000,50151543,2014,89,71.0,63.0,"Art House & International, Comedy",NR
THE BOOK OF LIFE,50000000,50151543,2014,82,77.0,95.0,"Animation, Romance",PG
BIRDMAN OR (THE UNEXPECTED VIRTUE OF IGNORANCE),18000000,42340598,2014,91,77.0,119.0,"Comedy, Drama",R
THE BEST OF ME,26000000,26766213,2014,9,59.0,119.0,"Drama, Romance",PG-13
OUIJA,5000000,50856010,2014,6,24.0,83.0,"Action & Adventure, Horror, Mystery & Suspense",PG-13
JOHN WICK,30000000,43037835,2014,87,81.0,96.0,Action & Adventure,R
BIG HERO 6,165000000,222527828,2014,89,91.0,93.0,"Animation, Kids & Family",PG
NIGHTCRAWLER,8500000,32381218,2014,95,85.0,117.0,"Drama, Mystery & Suspense",R
INTERSTELLAR,165000000,188017894,2014,72,85.0,169.0,"Action & Adventure, Science Fiction & Fantasy",PG-13
THE THEORY OF EVERYTHING,15000000,35893537,2014,79,84.0,123.0,Drama,PG-13
DUMB AND DUMBER TO,40000000,86208010,2014,30,35.0,109.0,Comedy,PG-13
THE IMITATION GAME,15000000,91125143,2014,89,91.0,114.0,"Drama, Mystery & Suspense",PG-13
BEYOND THE LIGHTS,7000000,14618727,2014,83,75.0,102.0,Drama,PG-13
THE HUNGER GAMES: MOCKINGJAY - PART 1,125000000,337135885,2014,69,71.0,125.0,"Action & Adventure, Drama, Science Fiction & Fantasy",PG-13
PENGUINS OF MADAGASCAR,130000000,83350911,2014,73,63.0,92.0,Animation,PG
HORRIBLE BOSSES 2,40000000,54445357,2014,34,47.0,108.0,Comedy,R
PADDINGTON,55000000,76223578,2014,97,80.0,96.0,"Comedy, Kids & Family",PG
WILD,15000000,37880356,2014,89,75.0,115.0,Drama,R
EXODUS: GODS AND KINGS,140000000,65014513,2014,30,35.0,142.0,"Classics, Drama",PG-13
THE HOBBIT: THE BATTLE OF THE FIVE ARMIES,250000000,255119788,2014,59,74.0,144.0,"Action & Adventure, Science Fiction & Fantasy",PG-13
THE GAMBLER,25000000,33680992,2014,78,77.0,109.0,"Classics, Drama",R
THE GAMBLER,25000000,33680992,2014,43,31.0,101.0,"Drama, Mystery & Suspense",R
TOP FIVE,12000000,25317379,2014,86,64.0,101.0,Comedy,R
NIGHT AT THE MUSEUM: SECRET OF THE TOMB,125000000,113746621,2014,47,57.0,90.0,"Action & Adventure, Comedy",PG
ANNIE,65000000,85911262,2014,56,69.0,127.0,"Comedy, Kids & Family, Musical & Performing Arts",G
ANNIE,65000000,85911262,2014,28,59.0,118.0,"Drama, Kids & Family, Musical & Performing Arts",PG
SEVENTH SON,94000000,17725785,2014,11,34.0,102.0,"Drama, Science Fiction & Fantasy",PG-13
AMERICAN SNIPER,58000000,350126372,2014,72,84.0,134.0,"Action & Adventure, Drama",R
INTO THE WOODS,56000000,128002372,2014,71,49.0,125.0,"Kids & Family, Musical & Performing Arts",PG
UNBROKEN,65000000,115637895,2014,51,70.0,137.0,Drama,PG-13
BIG EYES,10000000,14482031,2014,72,68.0,106.0,Drama,PG-13
TAKEN 3,48000000,89256424,2015,13,44.0,93.0,Action & Adventure,PG-13
SELMA,20000000,52076908,2015,99,86.0,127.0,Drama,PG-13
THE WEDDING RINGER,23000000,64460211,2015,27,63.0,101.0,Comedy,R
STILL ALICE,5000000,18656400,2015,85,85.0,99.0,Drama,PG-13
EX MACHINA,13000000,25440971,2015,92,86.0,108.0,"Drama, Mystery & Suspense, Science Fiction & Fantasy",R
THE BOY NEXT DOOR,4000000,36006065,2015,11,33.0,91.0,Mystery & Suspense,R
THE SPONGEBOB MOVIE: SPONGE OUT OF WATER,73243106,162994032,2015,81,54.0,100.0,"Animation, Comedy, Kids & Family",PG
KINGSMAN: THE SECRET SERVICE,93000000,128261724,2015,74,84.0,128.0,Mystery & Suspense,R
PROJECT ALMANAC,12000000,22348241,2015,36,45.0,120.0,"Mystery & Suspense, Science Fiction & Fantasy",PG-13
BLACK OR WHITE,9000000,21571189,2015,39,65.0,90.0,Drama,PG-13
JUPITER ASCENDING,178000000,47482519,2015,27,38.0,125.0,"Action & Adventure, Science Fiction & Fantasy",PG-13
SHAUN THE SHEEP,25000000,19375982,2015,99,80.0,84.0,"Animation, Comedy",PG
IT FOLLOWS,2000000,14674077,2015,96,66.0,94.0,Horror,R
FIFTY SHADES OF GREY,40000000,166167230,2015,24,41.0,110.0,Romance,R
THE GUNMAN,40000000,10664749,2015,17,31.0,115.0,Action & Adventure,R
"MCFARLAND, USA",17000000,44480275,2015,80,88.0,129.0,"Drama, Kids & Family",PG
THE DUFF,8500000,34030343,2015,72,66.0,100.0,Comedy,PG-13
HOT TUB TIME MACHINE 2,14000000,12314651,2015,13,26.0,93.0,Comedy,R
FOCUS,65000000,53862963,2015,56,53.0,104.0,"Comedy, Drama",R
THE SECOND BEST EXOTIC MARIGOLD HOTEL,10000000,33078266,2015,65,59.0,122.0,Comedy,PG
THE LAZARUS EFFECT,5000000,25801570,2015,16,23.0,83.0,Horror,PG-13
CHAPPIE,49000000,31569268,2015,32,56.0,119.0,Action & Adventure,R
UNFINISHED BUSINESS,35000000,10219501,2015,10,26.0,90.0,Comedy,R
CINDERELLA,95000000,201151353,2015,97,80.0,74.0,"Animation, Classics, Kids & Family, Science Fiction & Fantasy",G
CINDERELLA,95000000,201151353,2015,85,78.0,105.0,"Kids & Family, Science Fiction & Fantasy, Romance",PG
RUN ALL NIGHT,50000000,26461644,2015,58,56.0,110.0,Mystery & Suspense,R
HOME,130000000,177397510,2015,38,40.0,91.0,"Comedy, Documentary, Drama, Special Interest",NR
HOME,130000000,177397510,2015,94,73.0,118.0,"Art House & International, Documentary, Drama",PG-13
HOME,130000000,177397510,2015,0,86.0,120.0,"Documentary, Drama, Kids & Family",NR
HOME,130000000,177397510,2015,88,82.0,112.0,Drama,NR
HOME,130000000,177397510,2015,50,64.0,93.0,"Action & Adventure, Animation, Comedy, Kids & Family, Science Fiction & Fantasy",PG
DO YOU BELIEVE?,2300000,12985600,2015,25,83.0,115.0,Drama,PG-13
GET HARD,40000000,90411453,2015,28,45.0,100.0,Comedy,R
FURIOUS 7,190000000,353007020,2015,81,82.0,140.0,"Action & Adventure, Mystery & Suspense",PG-13
WOMAN IN GOLD,11000000,33307793,2015,57,79.0,110.0,Drama,PG-13
THE LONGEST RIDE,34000000,37446117,2015,31,71.0,128.0,Drama,PG-13
PAUL BLART: MALL COP 2,38000000,71091594,2015,5,34.0,94.0,"Comedy, Kids & Family",PG
THE AGE OF ADALINE,30000000,42629776,2015,56,67.0,112.0,"Drama, Science Fiction & Fantasy",PG-13
UNFRIENDED,1000000,32789645,2015,62,37.0,82.0,"Horror, Mystery & Suspense",R
AVENGERS: AGE OF ULTRON,317000000,459005868,2015,75,83.0,141.0,"Action & Adventure, Science Fiction & Fantasy",PG-13
PITCH PERFECT 2,29000000,184296230,2015,66,64.0,114.0,"Comedy, Musical & Performing Arts",PG-13
HOT PURSUIT,35000000,34580201,2015,7,35.0,87.0,"Action & Adventure, Comedy",PG-13
MAD MAX: FURY ROAD,150000000,153636354,2015,97,85.0,120.0,"Action & Adventure, Science Fiction & Fantasy",R
TOMORROWLAND,170000000,93436322,2015,50,49.0,107.0,Science Fiction & Fantasy,PG
POLTERGEIST,35000000,47425125,2015,85,78.0,114.0,Horror,PG
POLTERGEIST,35000000,47425125,2015,31,22.0,93.0,Horror,PG-13
SPY!,65000000,110825712,2015,95,78.0,117.0,Comedy,R
SAN ANDREAS,110000000,155190832,2015,50,52.0,114.0,Action & Adventure,PG-13
ALOHA,36500000,21052030,2015,20,27.0,105.0,"Action & Adventure, Comedy",PG-13
ENTOURAGE,30000000,32363404,2015,33,57.0,105.0,Comedy,R
INSIDIOUS CHAPTER 3,10000000,52218558,2015,59,51.0,97.0,Horror,PG-13
SELF/LESS,26000000,12279691,2015,19,46.0,117.0,"Drama, Mystery & Suspense, Science Fiction & Fantasy",PG-13
JURASSIC WORLD,215000000,652270625,2015,72,78.0,123.0,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",PG-13
INSIDE OUT,175000000,356461711,2015,98,89.0,94.0,"Animation, Kids & Family",PG
INSIDE OUT,175000000,356461711,2015,25,23.0,90.0,"Drama, Sports & Fitness",PG-13
MINIONS,74000000,336045770,2015,55,49.0,91.0,"Animation, Comedy, Kids & Family",PG
DOPE,7000000,17506470,2015,88,83.0,115.0,"Comedy, Drama",R
TERMINATOR: GENISYS,155000000,89760956,2015,27,53.0,119.0,Action & Adventure,PG-13
TED 2,68000000,81476385,2015,45,50.0,120.0,Comedy,R
MAX,20000000,42656255,2015,69,64.0,109.0,Drama,R
MAX,20000000,42656255,2015,38,70.0,111.0,Action & Adventure,PG
MAGIC MIKE XXL,14500000,66013057,2015,66,55.0,115.0,Comedy,R
PAPER TOWNS,12000000,32000304,2015,57,47.0,109.0,Drama,PG-13
THE GALLOWS,100000,22764410,2015,14,22.0,87.0,"Horror, Mystery & Suspense",R
ANT-MAN,130000000,180202163,2015,83,86.0,115.0,"Action & Adventure, Comedy, Mystery & Suspense, Science Fiction & Fantasy",PG-13
PIXELS,90000000,78765986,2015,16,46.0,106.0,"Animation, Comedy, Drama",PG-13
TRAINWRECK,35000000,110212700,2015,85,66.0,129.0,Comedy,R
SOUTHPAW,30000000,52421953,2015,60,75.0,123.0,Drama,R
VACATION,31000000,58884188,2015,27,45.0,99.0,"Action & Adventure, Comedy",R
THE 33,25000000,12227722,2015,48,59.0,120.0,Drama,PG-13
RICKI AND THE FLASH,18000000,26839498,2015,65,43.0,101.0,"Comedy, Drama",PG-13
THE MAN FROM U.N.C.L.E.,75000000,45445109,2015,67,73.0,116.0,"Action & Adventure, Comedy, Mystery & Suspense",PG-13
A WALK IN THE WOODS,8000000,29499394,2015,47,48.0,98.0,"Action & Adventure, Comedy, Drama",R
STRAIGHT OUTTA COMPTON,28000000,161197785,2015,88,91.0,147.0,"Drama, Musical & Performing Arts",R
EVEREST,65000000,43482270,2015,93,75.0,44.0,"Action & Adventure, Documentary, Television, Sports & Fitness",NR
EVEREST,65000000,43482270,2015,73,68.0,94.0,"Action & Adventure, Drama, Mystery & Suspense",PG-13
SINISTER 2,10000000,27740955,2015,15,31.0,97.0,Horror,R
HITMAN: AGENT 47,35000000,22467450,2015,9,40.0,96.0,Action & Adventure,R
AMERICAN ULTRA,28000000,14439985,2015,43,45.0,99.0,"Action & Adventure, Comedy",R
CRIMINAL,31000000,14708696,2015,69,57.0,88.0,"Drama, Mystery & Suspense",R
CRIMINAL,31000000,14708696,2015,30,47.0,113.0,"Action & Adventure, Drama, Mystery & Suspense",R
NO ESCAPE,5000000,27288872,2015,46,62.0,101.0,Mystery & Suspense,R
THE TRANSPORTER REFUELED,22000000,16029670,2015,16,30.0,96.0,Action & Adventure,PG-13
MAZE RUNNER: THE SCORCH TRIALS,61000000,81697192,2015,46,54.0,120.0,Action & Adventure,PG-13
THE PERFECT GUY,18000000,57027435,2015,18,51.0,100.0,Mystery & Suspense,PG-13
THE VISIT,5000000,65206105,2015,67,51.0,94.0,"Horror, Mystery & Suspense",PG-13
BLACK MASS,53000000,62575678,2015,73,68.0,120.0,Drama,R
SICARIO,30000000,46889293,2015,92,85.0,121.0,"Action & Adventure, Drama, Mystery & Suspense",R
HOTEL TRANSYLVANIA 2,80000000,169700110,2015,56,64.0,89.0,Animation,PG
THE INTERN,40000000,75764672,2015,60,73.0,121.0,Comedy,PG-13
PAN,150000000,35088320,2015,27,40.0,135.0,"Action & Adventure, Science Fiction & Fantasy",PG
THE MARTIAN,106000000,228433663,2015,91,91.0,164.0,Science Fiction & Fantasy,PG-13
THE WALK,35000000,10161183,2015,83,77.0,123.0,"Action & Adventure, Drama",PG
SPECTRE,275000000,200074175,2015,63,61.0,150.0,Action & Adventure,PG-13
STEVE JOBS,30000000,17766658,2015,86,73.0,123.0,Drama,R
GOOSEBUMPS,58000000,80069458,2015,78,62.0,103.0,"Horror, Kids & Family, Mystery & Suspense",PG
BRIDGE OF SPIES,40000000,72313754,2015,91,87.0,135.0,"Drama, Mystery & Suspense",PG-13
CRIMSON PEAK,55000000,31090320,2015,73,55.0,119.0,Horror,R
ROOM,13000000,14677674,2015,93,93.0,113.0,Drama,R
WOODLAWN,13000000,14394097,2015,73,80.0,123.0,"Drama, Faith & Spirituality",PG
THE LAST WITCH HUNTER,80000000,27367660,2015,17,43.0,105.0,"Action & Adventure, Science Fiction & Fantasy",PG-13
PARANORMAL ACTIVITY: THE GHOST DIMENSION,10000000,18297124,2015,14,27.0,97.0,Horror,R
BURNT,20000000,13651946,2015,28,44.0,100.0,Comedy,R
BROOKLYN,11000000,38322743,2015,97,87.0,111.0,Drama,PG-13
THE PEANUTS MOVIE,99000000,130178411,2015,87,76.0,92.0,"Animation, Kids & Family",G
SPOTLIGHT,20000000,45055776,2015,97,93.0,129.0,"Drama, Mystery & Suspense",R
THE NIGHT BEFORE,25000000,43035725,2015,67,61.0,101.0,Comedy,R
LOVE THE COOPERS,18000000,26302731,2015,18,36.0,106.0,Comedy,PG-13
SECRET IN THEIR EYES,20000000,20180155,2015,39,41.0,90.0,"Drama, Mystery & Suspense",PG-13
THE LADY IN THE VAN,6000000,10021175,2015,89,64.0,104.0,Drama,PG-13
THE HUNGER GAMES: MOCKINGJAY - PART 2,160000000,281723902,2015,70,66.0,137.0,"Action & Adventure, Drama, Science Fiction & Fantasy",PG-13
CAROL,11500000,12711491,2015,94,74.0,118.0,"Drama, Romance",R
THE GOOD DINOSAUR,186000000,123087120,2015,76,65.0,100.0,"Action & Adventure, Animation, Comedy, Kids & Family",PG
CREED,37000000,109767581,2015,95,89.0,132.0,Drama,PG-13
IN THE HEART OF THE SEA,100000000,25020758,2015,43,53.0,121.0,"Action & Adventure, Drama",PG-13
KRAMPUS,15000000,42725475,2015,67,51.0,98.0,Horror,PG-13
POINT BREAK,100000000,28782481,2015,69,79.0,122.0,"Action & Adventure, Mystery & Suspense",R
POINT BREAK,100000000,28782481,2015,10,29.0,113.0,Action & Adventure,PG-13
THE BIG SHORT,28000000,70259870,2015,88,87.0,130.0,Drama,R
STAR WARS EP. VII: THE FORCE AWAKENS,300000000,936662225,2015,93,86.0,136.0,"Action & Adventure, Science Fiction & Fantasy",PG-13
SISTERS,30000000,87044645,2015,86,72.0,93.0,"Drama, Horror, Mystery & Suspense",R
SISTERS,30000000,87044645,2015,60,52.0,123.0,"Comedy, Drama",R
ALVIN AND THE CHIPMUNKS: THE ROAD CHIP,90000000,85886987,2015,15,51.0,86.0,"Animation, Comedy, Kids & Family",PG
JOY,60000000,56451232,2015,60,57.0,124.0,Drama,PG-13
CONCUSSION,35000000,34531832,2015,74,49.0,93.0,Drama,R
CONCUSSION,35000000,34531832,2015,59,74.0,123.0,Drama,PG-13
THE REVENANT,135000000,183637894,2015,58,49.0,117.0,"Action & Adventure, Comedy, Horror",R
THE REVENANT,135000000,183637894,2015,79,84.0,156.0,"Action & Adventure, Drama",R
DADDYS HOME,50000000,150357137,2015,31,49.0,96.0,Comedy,PG-13
THE HATEFUL EIGHT,62000000,54117416,2015,74,76.0,167.0,Western,R
SNOWDEN,50000000,21587519,2015,60,70.0,134.0,Drama,R
10 CLOVERFIELD LANE,15000000,72082999,2016,90,79.0,90.0,"Drama, Mystery & Suspense, Science Fiction & Fantasy",PG-13
THE FOREST,10000000,26594261,2016,10,22.0,94.0,"Drama, Horror",PG-13
RIDE ALONG 2,40000000,90862685,2016,14,48.0,102.0,"Action & Adventure, Comedy",PG-13
THE 5TH WAVE,38000000,34912982,2016,15,38.0,112.0,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",PG-13
NORM OF THE NORTH,18000000,17062499,2016,9,22.0,86.0,"Action & Adventure, Animation, Comedy",PG
13 HOURS: THE SECRET SOLDIERS OF BENGHAZI,50000000,52853219,2016,51,82.0,144.0,"Action & Adventure, Drama",R
THE BOY,10000000,35819556,2016,30,38.0,98.0,"Horror, Mystery & Suspense",PG-13
THE BOY,10000000,35819556,2016,67,38.0,105.0,"Drama, Horror, Mystery & Suspense",PG-13
DIRTY GRANDPA,11500000,35593113,2016,11,44.0,102.0,Comedy,R
KUNG FU PANDA 3,140000000,143528619,2016,87,78.0,94.0,Animation,PG
MOANA,150000000,248757044,2016,96,89.0,103.0,"Action & Adventure, Animation, Kids & Family",PG
THE FINEST HOURS,70000000,27569558,2016,64,66.0,117.0,"Action & Adventure, Drama, Mystery & Suspense",PG-13
FIFTY SHADES OF BLACK,5000000,11686940,2016,7,19.0,93.0,Comedy,R
PRIDE AND PREJUDICE AND ZOMBIES,28000000,10907291,2016,45,44.0,107.0,"Comedy, Horror, Romance",PG-13
"HAIL, CAESAR!",22000000,30080225,2016,86,44.0,106.0,Comedy,PG-13
ZOOLANDER 2,50000000,28848693,2016,23,20.0,102.0,Comedy,PG-13
HOW TO BE SINGLE,37000000,46843513,2016,46,47.0,110.0,"Comedy, Romance",R
DEADPOOL,58000000,363070709,2016,84,90.0,103.0,"Action & Adventure, Comedy, Science Fiction & Fantasy",R
ZOOTOPIA,150000000,341268248,2016,97,92.0,108.0,"Action & Adventure, Animation, Comedy",PG
RISEN,20000000,36880033,2016,53,69.0,107.0,"Action & Adventure, Drama",PG-13
THE WITCH,3500000,25138705,2016,90,58.0,92.0,Horror,R
RACE,5000000,19115191,2016,61,77.0,134.0,Drama,PG-13
TRIPLE 9,20000000,12639297,2016,53,41.0,116.0,"Action & Adventure, Drama",R
GODS OF EGYPT,139000000,31153464,2016,16,37.0,127.0,"Action & Adventure, Science Fiction & Fantasy",PG-13
EDDIE THE EAGLE,23000000,15789389,2016,82,82.0,105.0,Drama,PG-13
UNFORGETTABLE,12000000,11368012,2016,21,28.0,116.0,"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy",R
UNFORGETTABLE,12000000,11368012,2016,26,33.0,101.0,"Drama, Mystery & Suspense",R
LONDON HAS FALLEN,60000000,62524260,2016,26,51.0,120.0,Action & Adventure,R
WHISKEY TANGO FOXTROT,35000000,23083334,2016,68,55.0,111.0,"Comedy, Drama",R
THE DIVERGENT SERIES: ALLEGIANT,110000000,66184051,2016,11,41.0,120.0,"Action & Adventure, Science Fiction & Fantasy, Romance",PG-13
EYE IN THE SKY,13000000,18704596,2016,95,83.0,102.0,"Drama, Mystery & Suspense",R
"HELLO, MY NAME IS DORIS",1000000,14444999,2016,84,76.0,95.0,Drama,R
MIRACLES FROM HEAVEN,13000000,61705123,2016,44,81.0,109.0,Drama,PG
BATMAN V SUPERMAN: DAWN OF JUSTICE,250000000,330360194,2016,28,63.0,151.0,"Action & Adventure, Science Fiction & Fantasy",PG-13
MY BIG FAT GREEK WEDDING 2,18000000,59689605,2016,28,53.0,94.0,Comedy,PG-13
GODS NOT DEAD 2,5000000,20773069,2016,8,62.0,120.0,Drama,PG
THE HUNTSMAN: WINTERS WAR,115000000,48003015,2016,18,45.0,121.0,"Action & Adventure, Drama, Science Fiction & Fantasy",PG-13
THE JUNGLE BOOK,175000000,364001123,2016,87,82.0,78.0,"Action & Adventure, Animation, Kids & Family, Musical & Performing Arts, Romance",PG
THE JUNGLE BOOK,175000000,364001123,2016,95,86.0,111.0,"Action & Adventure, Kids & Family",PG
THE BOSS,29000000,63077560,2016,21,38.0,105.0,Comedy,R
BARBERSHOP: THE NEXT CUT,20000000,54030051,2016,90,66.0,112.0,Comedy,PG-13
CAPTAIN AMERICA: CIVIL WAR,250000000,408084349,2016,91,89.0,146.0,"Action & Adventure, Science Fiction & Fantasy",PG-13
MOTHERS DAY,25000000,32492859,2016,42,39.0,98.0,Horror,R
MOTHERS DAY,25000000,32492859,2016,42,52.0,108.0,Horror,R
MOTHERS DAY,25000000,32492859,2016,6,44.0,119.0,"Comedy, Drama",PG-13
FLORENCE FOSTER JENKINS,29000000,27383770,2016,88,68.0,110.0,"Comedy, Drama, Musical & Performing Arts",PG-13
KEANU,15000000,20591853,2016,78,55.0,98.0,"Action & Adventure, Comedy",R
NEIGHBORS 2: SORORITY RISING,35000000,55340730,2016,63,44.0,92.0,Comedy,R
THE SECRET LIFE OF PETS,75000000,368384330,2016,73,62.0,90.0,"Animation, Comedy",PG
THE ANGRY BIRDS MOVIE,73000000,107509366,2016,43,46.0,95.0,"Animation, Kids & Family",PG
MONEY MONSTER,27000000,41012075,2016,59,51.0,90.0,Drama,R
THE DARKNESS,4000000,10753574,2016,3,19.0,92.0,Horror,PG-13
X-MEN: APOCALYPSE,178000000,155442489,2016,47,65.0,136.0,"Action & Adventure, Science Fiction & Fantasy",PG-13
THE NICE GUYS,50000000,36261763,2016,93,79.0,116.0,"Comedy, Drama",R
ALICE THROUGH THE LOOKING GLASS,165000000,77042381,2016,29,48.0,108.0,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",PG
CAFÉ SOCIETY,30000000,11103205,2016,71,56.0,85.0,"Comedy, Romance",PG-13
WARCRAFT,159000000,47365290,2016,28,77.0,100.0,"Action & Adventure, Science Fiction & Fantasy",PG-13
NOW YOU SEE ME 2,90000000,65075540,2016,34,53.0,115.0,Mystery & Suspense,PG-13
ME BEFORE YOU,20000000,56245075,2016,56,73.0,110.0,Drama,PG-13
TEENAGE MUTANT NINJA TURTLES: OUT OF THE SHADOWS,135000000,82051601,2016,37,47.0,97.0,"Action & Adventure, Comedy, Science Fiction & Fantasy",PG-13
THE CONJURING 2: THE ENFIELD POLTERGEIST,40000000,102470008,2016,80,81.0,133.0,Horror,R
ALL EYEZ ON ME,45000000,44922302,2016,18,53.0,140.0,Drama,R
FINDING DORY,200000000,486295561,2016,94,84.0,100.0,Animation,PG
CENTRAL INTELLIGENCE,50000000,127440871,2016,71,61.0,114.0,"Action & Adventure, Comedy",PG-13
INDEPENDENCE DAY: RESURGENCE,163000000,103144286,2016,29,30.0,119.0,"Action & Adventure, Drama, Science Fiction & Fantasy",PG-13
THE SHALLOWS,13000000,55121623,2016,79,59.0,87.0,"Drama, Mystery & Suspense",PG-13
FREE STATE OF JONES,50000000,20810036,2016,46,64.0,139.0,"Action & Adventure, Drama",R
THE LEGEND OF TARZAN,180000000,126643061,2016,36,58.0,109.0,Action & Adventure,PG-13
THE BFG,140000000,55483770,2016,75,57.0,115.0,"Kids & Family, Science Fiction & Fantasy",PG
BEN-HUR,95000000,26410477,2016,25,53.0,124.0,"Classics, Drama",PG-13
BEN-HUR,95000000,26410477,2016,86,89.0,222.0,"Action & Adventure, Classics, Drama, Romance",G
THE PURGE: ELECTION YEAR,10000000,79042440,2016,55,48.0,105.0,"Action & Adventure, Horror, Mystery & Suspense",R
ICE AGE: COLLISION COURSE,105000000,64063008,2016,17,39.0,100.0,"Animation, Kids & Family",PG
MIKE AND DAVE NEED WEDDING DATES,33000000,46009673,2016,37,51.0,98.0,Comedy,R
GHOSTBUSTERS,142000000,128350574,2016,74,50.0,105.0,"Action & Adventure, Comedy, Science Fiction & Fantasy",PG-13
THE INFILTRATOR,47000000,15436808,2016,72,71.0,127.0,Drama,R
JASON BOURNE,120000000,162192920,2016,55,55.0,123.0,"Action & Adventure, Drama",PG-13
STAR TREK BEYOND,185000000,158848340,2016,86,80.0,120.0,"Action & Adventure, Drama, Science Fiction & Fantasy",PG-13
LIGHTS OUT,5000000,67268835,2016,76,61.0,81.0,Horror,PG-13
NERVE,20000000,38583626,2016,67,66.0,96.0,Mystery & Suspense,PG-13
BAD MOMS,20000000,113257297,2016,58,63.0,101.0,Comedy,R
SUICIDE SQUAD,175000000,325100054,2016,27,59.0,123.0,Action & Adventure,PG-13
SAUSAGE PARTY,19000000,97670358,2016,83,50.0,89.0,"Animation, Comedy",R
PETES DRAGON,65000000,76233151,2016,54,60.0,134.0,"Kids & Family, Science Fiction & Fantasy",G
PETES DRAGON,65000000,76233151,2016,88,72.0,90.0,Kids & Family,PG
HELL OR HIGH WATER,12000000,27007844,2016,97,88.0,102.0,"Drama, Mystery & Suspense",R
KUBO AND THE TWO STRINGS,55000000,48023088,2016,97,86.0,101.0,"Action & Adventure, Animation, Science Fiction & Fantasy",PG
WAR DOGS,50000000,43034523,2016,61,68.0,114.0,"Comedy, Drama",R
DONT BREATHE,10000000,89217875,2016,88,78.0,88.0,"Horror, Mystery & Suspense",R
MECHANIC: RESURRECTION,40000000,21218403,2016,32,40.0,110.0,"Action & Adventure, Mystery & Suspense",R
THE LIGHT BETWEEN OCEANS,20000000,12545979,2016,62,61.0,132.0,"Drama, Romance",PG-13
BRIDGET JONESS BABY,35000000,24139805,2016,78,65.0,122.0,"Comedy, Romance",R
SULLY,60000000,125070033,2016,86,84.0,96.0,"Action & Adventure, Drama",PG-13
WHEN THE BOUGH BREAKS,10000000,29747603,2016,13,45.0,93.0,"Drama, Horror",PG-13
THE MAGNIFICENT SEVEN,90000000,93432655,2016,88,87.0,126.0,"Action & Adventure, Classics, Drama, Western",R
THE MAGNIFICENT SEVEN,90000000,93432655,2016,63,72.0,132.0,"Action & Adventure, Drama, Western",PG-13
BLAIR WITCH,10000000,20777061,2016,37,31.0,89.0,Horror,R
MISS PEREGRINES HOME FOR PECULIAR CHILDREN,110000000,87242834,2016,64,60.0,127.0,"Kids & Family, Science Fiction & Fantasy",PG-13
STORKS,70000000,72679278,2016,66,62.0,87.0,"Animation, Comedy, Kids & Family",PG
DEEPWATER HORIZON,155000000,61433527,2016,83,82.0,99.0,"Action & Adventure, Drama",PG-13
THE GIRL ON THE TRAIN,45000000,75395035,2016,44,49.0,112.0,"Drama, Mystery & Suspense",R
INFERNO,75000000,34343574,2016,64,60.0,107.0,"Horror, Mystery & Suspense",R
INFERNO,75000000,34343574,2016,23,36.0,121.0,"Action & Adventure, Drama, Mystery & Suspense",PG-13
